bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,50,0.829040596,0.593624294,2.774296567,0.008647539,0.030865723,1.206015128,2.744423972,0.739459251
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,51,0.609671563,1.304044704,2.766220484,0.008130908,0.030660636,1.182383727,2.755913375,0.794009473
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,52,0.764157297,0.807293786,2.787338841,0.008130908,0.034876957,1.36404446,2.755913375,1.286546683
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,53,0.867897052,0.678886829,2.787338841,0.008371088,0.032510665,1.296253552,2.752927824,0.648250538
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,54,0.946172898,1.484983046,2.758364665,0.008458204,0.034722677,1.195254388,2.61336619,0.938003137
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,55,0.878279757,0.724522493,2.780221736,0.00987907,0.035391198,1.378562069,2.50087912,0.936697049
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,56,0.65776094,0.666169751,2.765790803,0.008710828,0.030301926,1.970611287,2.541580175,0.712085159
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,57,0.784437075,0.693049606,2.454658936,0.008964643,0.025511911,1.604898907,2.488124766,0.686388409
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,58,0.662130899,0.890178887,2.663010466,0.008642299,0.025530161,1.708676287,2.57910704,0.715501512
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,59,0.887196997,0.892036609,2.638468843,0.007644095,0.027681357,1.822283987,2.661710443,3.111145093
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,60,0.564667808,0.644803949,2.614021421,0.008867922,0.035108001,2.572933683,2.594052232,1.597487855
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,61,0.826320504,0.831936049,2.493869106,0.009119859,0.042578695,2.984258456,2.571457247,0.588803671
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,62,0.881479539,0.748836369,2.86262398,0.008441959,0.040917227,0.60313687,2.703357039,1.297474259
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,63,0.526832542,0.962778239,2.801136702,0.01236851,0.03196231,0.910542813,2.728012724,0.814717537
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,64,0.762536587,1.117492852,2.759356366,0.010349712,0.030605254,0.930351592,2.686132698,0.816272925
